,Subject_num,Subject_origin,Subject_residence,Mu,Regime,Average_degree,Betweenness,Closeness,Load centrality,Assortativity,Clustering,Number_components,Size_largest_component,Closeness_residence,Number_residence,Closeness_origin,Number_origin,SEX,AGE,BORN,DAD,MOM,MARR,CHILD,CBORN,CMOM,EMP,EDUC,FMIG,TVIS,VEU,SPAN,NLAN,SASS,HASS,HMUS,SMUS,HTV,STV,SMOV,HMOV,NREA,RSPA,WNAT,WSPA,TSPA,TNAT,CHOM,CSPA,FID,MID,FGRO,FSPA,HCOO,NSPA,FHOM,IANG,IHYP,ISPA,SMON,WREC,BNEW,HEA,SMOK,TALL,KILO,VDOC,DEP1,DEP2,DEP3,DEP4,DEP5,DEP6,DEP7,HEAL,RACE,PAP,DEP,REAS,RACM,SGOO,RELG,ASEX01N,ASEX01P,ASEX02N,ASEX02P,ASEXN8N,ASEXN8P,ASEXN9N,ASEXN9P,ARAC01N,ARAC01P,ARAC02N,ARAC02P,ARAC03N,ARAC03P,ARAC04N,ARAC04P,AOL201N,AOL201P,AOL202N,AOL202P,AOL203N,AOL203P,AOL204N,AOL204P,AOL205N,AOL205P,AOL206N,AOL206P,AOL207N,AOL207P,AOL208N,AOL208P,AOL209N,AOL209P,AOL210N,AOL210P,AOL2N8N,AOL2N8P,AOL2N9N,AOL2N9P,ATIM_MN,ATIM_SD,CLOS01N,CLOS01P,CLOS02N,CLOS02P,CLOS03N,CLOS03P,CLOS04N,CLOS04P,CLOS05N,CLOS05P,AFRM01N,AFRM01P,AFRM02N,AFRM02P,AFRM03N,AFRM03P,AFRM04N,AFRM04P,AFRM05N,AFRM05P,AFRM06N,AFRM06P,AFRM07N,AFRM07P,AFRM08N,AFRM08P,AFRM09N,AFRM09P,AFRM10N,AFRM10P,AFRM11N,AFRM11P,AFRMN8N,AFRMN8P,AFRMN9N,AFRMN9P,AFRQ01N,AFRQ01P,AFRQ02N,AFRQ02P,AFRQ03N,AFRQ03P,AFRQ04N,AFRQ04P,AFRQ05N,AFRQ05P,AFRQ06N,AFRQ06P,AFRQ07N,AFRQ07P,AREL01N,AREL01P,AREL02N,AREL02P,AREL03N,AREL03P,AREL04N,AREL04P,AREL05N,AREL05P,AREL06N,AREL06P,AREL07N,AREL07P,AREL08N,AREL08P,AREL09N,AREL09P,AREL10N,AREL10P,AREL11N,AREL11P,AREL12N,AREL12P,AREL13N,AREL13P,ALIV01N,ALIV01P,ALIV02N,ALIV02P,ALIV03N,ALIV03P,ALIV04N,ALIV04P,ALIV05N,ALIV05P,ALIV06N,ALIV06P,ALIV07N,ALIV07P,ACITN8N,ACITN8P,ACITN9N,ACITN9P,APRO01N,APRO01P,APRO02N,APRO02P,ASMO01N,ASMO01P,ASMO02N,ASMO02P,TIEDCA,TIEDCM,TIECCA,TIECCM,TIEBCA,TIEBCM,TIEISO,TIEDYD,TIECMP,TIEDEN,TIEDC,TIECC,TIEBC,TIECND,TIECCZ,DSET,COUNTRY,SCALEV,SCALEA,NEI1,NEI2,NEI3,NEI4,NEI5,NEI6,NEI7,NEI8,NEI9,NE10,NE11,NE12,APRON8N,APRON8P,APRON9N,APRON9P,ASMO03N,ASMO03P,ASMO04N,ASMO04P,SPOUS,CYEAR,LVIS,LANG,HMON,GSPE,EXER,NDOC,OMED,WOR1,WOR2,WOR3,CHNG,TRAN,TRN2,ACON01N,ACON01P,ACON02N,ACON02P,ACON03N,ACON03P,ACON04N,ACON04P,ACON05N,ACON05P,ACONN8N,ACONN8P,ACONN9N,ACONN9P,AHLP01N,AHLP01P,AHLP02N,AHLP02P,AHLPN8N,AHLPN8P,AHLPN9N,AHLPN9P,CLOSN8N,CLOSN8P,CLOSN9N,CLOSN9P,AFRQN8N,AFRQN8P,AFRQN9N,AFRQN9P,ARELN8N,ARELN8P,ARELN9N,ARELN9P,NBORN,NMOM,NDAD,SPA2,ACOUNTRY,ICOM,IETH,ICUB,AFRM12N,AFRM12P,ALIV08N,ALIV08P,ALIV09N,ALIV09P,ALIV11N,ALIV11P,ALIV12N,ALIV12P,APRO00N,APRO00P,ASMO00N,ASMO00P,CANY,SPENJ,IGRP,AFRM13N,AFRM13P,ALIV10N,ALIV10P,ALIV13N,ALIV13P,TIEQ,SPANISH,HEAL2,SCLAEA,GROUP,SMOKE,DEPRESS,YDOC,FIRSTGEN,STRONG,SEEWEEK,FAMILY,ABOVE50,DOMINICA,WHITE,NEVMAR,EMPLOY,EDUCATIO,ASMOKE,MOS,AOS,ACCULTUR,ALEVEL,FMIG2
11565,6,ar,sp,-0.251053346142269,Inverted,17.4222222222222,0.016349541930937,0.605681260745103,0.016349541930937,-0.008859703390072,0.692725228750384,1,1,2.79310344827586,29,1.86666666666667,15,2,18,2,2,2,1,0,,4,3,3,2002,0,0,3,5,4,2,2,4,4,3,5,3,5,4,4,3,3,5,5,5,5,5,5,2,3,5,4,1,5,2,1,8,2,1,1,170,58,2005,1,1,1,1,2,1,1,0,3,-99,2,5,1,5,2,15,0.33333,30,0.66667,0,0,0,0,26,0.57778,1,0.02222,18,0.4,0,0,0,0,38,0.84444,3,0.06667,1,0.02222,3,0.06667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1778,6.8127,5,0.11111,6,0.13333,10,0.22222,10,0.22222,14,0.31111,29,0.64444,15,0.33333,0,0,0,0,0,0,,,,,,,,,,,,,1,0.02222,0,0,24,0.53333,7,0.15556,6,0.13333,5,0.11111,2,0.04444,1,0.02222,0,0,0,0,8,0.17778,0,0,0,0,0,0,0,0,2,0.04444,0,0,2,0.04444,5,0.11111,14,0.31111,0,0,14,0.31111,38,0.84444,7,0.15556,0,0,0,0,0,0,,,,,0,0,0,0,23,0.51111,22,0.48889,14,0.31111,31,0.68889,31.71717,73,55.51,75.86,1.98,13.09,0,0,1,0.31717,71.45877,42.1134,11.35487,12,0.68,l2aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,2,spain,,,,,,,,,,,,,0
11610,7,ar,sp,-0.45961390458476,Inverted,16.4,0.015433403805497,0.615764577989304,0.015433403805497,-0.116138308511183,0.792840253224265,1,1,2.44444444444444,9,2.08333333333333,36,2,31,2,2,2,2,2,1,1,3,3,2001,1,0,4,4,4,4,4,4,4,4,4,3,4,5,4,1,4,4,5,4,4,4,5,2,5,3,5,3,5,3,2,8,2,2,1,166,57,2005,1,1,1,1,2,2,1,0,3,-99,2,1,2,1,2,16,0.35556,29,0.64444,0,0,0,0,35,0.77778,0,0,10,0.22222,0,0,1,0.02222,2,0.04444,17,0.37778,7,0.15556,3,0.06667,8,0.17778,5,0.11111,1,0.02222,1,0.02222,0,0,0,0,0,0,10.2,10.0545,0,0,4,0.08889,32,0.71111,4,0.08889,5,0.11111,9,0.2,36,0.8,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,7,0.15556,13,0.28889,13,0.28889,4,0.08889,6,0.13333,1,0.02222,1,0.02222,1,0.02222,10,0.22222,5,0.11111,0,0,1,0.02222,0,0,4,0.08889,0,0,8,0.17778,5,0.11111,0,0,0,0,11,0.24444,27,0.6,18,0.4,0,0,0,0,0,0,,,,,0,0,0,0,43,0.95556,2,0.04444,6,0.13333,39,0.86667,37.17172,95,61.54,95.65,1.55,18.86,0,0,1,0.37172,65.75053,70.57601,17.7111,20,0.67,l2aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,4,spain,,,,,,,,,,,,,0
11655,8,ar,sp,-0.39029324007154,Inverted,9.55555555555556,0.018205308902983,0.569889642767189,0.018205308902983,-0.374782612233427,0.773919270199212,1,1,2.80952380952381,21,1.72727272727273,22,2,24,2,2,2,2,0,,7,3,3,2001,1,0,5,3,4,2,4,4,4,4,4,2,4,1,4,3,1,5,5,5,4,4,4,1,3,5,3,2,5,1,2,2,2,2,3,165,53,2005,1,1,1,1,2,1,1,0,3,-99,2,5,1,0,2,15,0.33333,30,0.66667,0,0,0,0,40,0.88889,0,0,5,0.11111,0,0,2,0.04444,3,0.06667,25,0.55556,9,0.2,2,0.04444,0,0,2,0.04444,1,0.02222,1,0.02222,0,0,0,0,0,0,7.1778,7.7811,0,0,9,0.2,14,0.31111,8,0.17778,14,0.31111,21,0.46667,22,0.48889,0,0,1,0.02222,1,0.02222,,,,,,,,,,,,,0,0,0,0,12,0.26667,11,0.24444,8,0.17778,2,0.04444,6,0.13333,2,0.04444,4,0.08889,1,0.02222,12,0.26667,7,0.15556,3,0.06667,0,0,0,0,3,0.06667,0,0,0,0,6,0.13333,1,0.02222,1,0.02222,11,0.24444,30,0.66667,15,0.33333,0,0,0,0,0,0,,,,,0,0,0,0,20,0.44444,25,0.55556,12,0.26667,33,0.73333,21.71717,100,56.99,100,1.82,57.28,0,0,1,0.21717,81.92389,89.00012,56.72185,8,0.84,l2aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,5,spain,,,,,,,,,,,,,0
11700,9,ar,sp,-0.100436407773656,Unclear,28.4444444444444,0.008221752407799,0.76149129315191,0.008221752407799,-0.241872005475701,0.883043140081427,1,1,3.6,5,2.66666666666667,39,1,56,2,4,3,2,3,0,1,5,3,2001,2,0,5,1,3,2,4,4,4,3,4,2,3,2,4,1,1,5,5,4,4,4,5,1,5,3,3,1,4,1,2,5,2,2,1,192,92,2005,1,1,1,1,1,1,1,1,1,1,2,5,1,2,2,23,0.51111,22,0.48889,0,0,0,0,44,0.97778,0,0,1,0.02222,0,0,0,0,0,0,4,0.08889,11,0.24444,11,0.24444,14,0.31111,0,0,4,0.08889,1,0.02222,0,0,0,0,0,0,17.1778,13.702,0,0,17,0.37778,8,0.17778,11,0.24444,9,0.2,5,0.11111,39,0.86667,1,0.02222,0,0,0,0,,,,,,,,,,,,,0,0,0,0,5,0.11111,1,0.02222,1,0.02222,7,0.15556,13,0.28889,6,0.13333,12,0.26667,0,0,4,0.08889,6,0.13333,1,0.02222,0,0,0,0,2,0.04444,0,0,0,0,3,0.06667,0,0,1,0.02222,28,0.62222,17,0.37778,26,0.57778,0,0,2,0.04444,0,0,,,,,0,0,0,0,21,0.46667,24,0.53333,5,0.11111,40,0.88889,64.64647,100,76.15,100,0.82,4.29,0,0,1,0.64646,36.99788,49.35315,3.54414,28,0.89,l2aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14,14,5,spain,,,,,,,,,,,,,0
11745,10,ar,sp,-0.03334939527842,Unclear,10.4,0.021235611933286,0.537384923533183,0.021235611933286,-0.182546856026303,0.820867286178692,1,1,3.69565217391304,23,2.13636363636364,22,2,26,2,2,2,2,3,1,4,1,2,1999,0,0,5,3,4,3,4,2,4,1,4,1,4,3,4,1,1,5,5,5,4,4,5,1,3,4,4,3,4,3,2,5,2,2,1,166,50,2005,1,1,1,1,1,1,1,0,3,1,2,1,1,1,2,19,0.42222,26,0.57778,0,0,0,0,45,1,0,0,0,0,0,0,3,0.06667,4,0.08889,14,0.31111,10,0.22222,10,0.22222,1,0.02222,2,0.04444,1,0.02222,0,0,0,0,0,0,0,0,7,7.697,2,0.04444,16,0.35556,3,0.06667,14,0.31111,10,0.22222,23,0.51111,22,0.48889,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,11,0.24444,4,0.08889,7,0.15556,6,0.13333,10,0.22222,7,0.15556,0,0,1,0.02222,8,0.17778,3,0.06667,10,0.22222,1,0.02222,0,0,0,0,0,0,0,0,4,0.08889,0,0,0,0,18,0.4,35,0.77778,10,0.22222,0,0,0,0,0,0,,,,,0,0,0,0,20,0.44444,25,0.55556,16,0.35556,29,0.64444,23.33333,91,53.61,91.67,2.14,43.35,0,0,1,0.23333,80.23256,78.73971,42.15237,4,0.69,l2aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,5,spain,,,,,,,,,,,,,0
11790,11,ar,sp,-0.275319948987747,Inverted,12.8888888888889,0.018275781066479,0.57272733973408,0.018275781066479,-0.191026877788622,0.756650206043809,1,1,2.75,8,2.44444444444444,36,2,28,2,2,2,2,2,2,4,2,4,2001,2,0,5,3,4,3,3,4,3,3,4,3,4,3,3,2,1,5,5,4,5,5,5,1,4,3,4,1,5,1,1,8,2,1,1,175,54,2005,1,1,1,1,1,1,1,0,1,1,2,5,2,6,2,11,0.24444,34,0.75556,0,0,0,0,38,0.84444,0,0,7,0.15556,0,0,0,0,1,0.02222,20,0.44444,6,0.13333,5,0.11111,9,0.2,0,0,2,0.04444,2,0.04444,0,0,0,0,0,0,10.7333,8.6291,0,0,12,0.26667,18,0.4,6,0.13333,9,0.2,8,0.17778,36,0.8,0,0,1,0.02222,0,0,,,,,,,,,,,,,0,0,0,0,3,0.06667,3,0.06667,5,0.11111,6,0.13333,4,0.08889,6,0.13333,18,0.4,1,0.02222,9,0.2,5,0.11111,1,0.02222,2,0.04444,0,0,4,0.08889,0,0,3,0.06667,1,0.02222,10,0.22222,0,0,9,0.2,16,0.35556,28,0.62222,0,0,1,0.02222,0,0,,,,,0,0,0,0,10,0.22222,35,0.77778,8,0.17778,37,0.82222,28.18182,89,56.94,89.8,1.85,30.97,0,0,1,0.28182,75.15856,67.97668,29.77452,11,0.78,l2aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,5,spain,,,,,,,,,,,,,0
11835,12,ar,sp,0.145769890296319,Unclear,19.2888888888889,0.015104533709185,0.623271947302047,0.015104533709185,-0.045207253030688,0.804585841499329,1,1,4.5,10,2.76666666666667,30,1,29,2,2,2,2,2,2,3,1,4,2001,2,0,4,2,5,1,3,3,3,3,5,2,4,3,4,3,1,5,5,5,5,5,5,1,4,3,3,1,5,1,1,8,2,1,1,165,61,2005,1,1,1,1,1,1,2,0,1,1,2,1,1,6,2,27,0.6,18,0.4,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,16,0.35556,10,0.22222,6,0.13333,6,0.13333,3,0.06667,0,0,4,0.08889,0,0,0,0,0,0,12.7778,9.5519,11,0.24444,15,0.33333,12,0.26667,1,0.02222,6,0.13333,10,0.22222,30,0.66667,4,0.08889,1,0.02222,0,0,,,,,,,,,,,,,0,0,0,0,10,0.22222,6,0.13333,2,0.04444,6,0.13333,4,0.08889,10,0.22222,7,0.15556,1,0.02222,10,0.22222,7,0.15556,5,0.11111,2,0.04444,3,0.06667,3,0.06667,0,0,3,0.06667,2,0.04444,3,0.06667,5,0.11111,1,0.02222,18,0.4,24,0.53333,0,0,3,0.06667,0,0,,,,,0,0,0,0,12,0.26667,33,0.73333,7,0.15556,38,0.84444,39.39394,82,58.71,84.62,1.75,17.1,0,0,1,0.39394,63.42494,53.60836,15.7031,17,0.68,l2aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,4,spain,,,,,,,,,,,,,0
11880,13,ar,sp,-0.055630020062763,Unclear,18.4888888888889,0.015409913084332,0.624491660309738,0.015409913084332,-0.074710557782936,0.832944016988112,1,1,3.85714285714286,14,2.43333333333333,30,2,50,2,2,2,2,3,0,1,3,4,2000,2,0,5,3,4,3,4,2,4,4,4,4,5,3,5,1,1,5,4,4,5,5,5,1,4,3,5,1,5,1,1,8,2,1,1,172,66,2005,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,18,0.4,27,0.6,0,0,0,0,45,1,0,0,0,0,0,0,0,0,5,0.11111,13,0.28889,10,0.22222,7,0.15556,7,0.15556,0,0,3,0.06667,0,0,0,0,0,0,0,0,8.3864,10.7518,0,0,22,0.48889,13,0.28889,3,0.06667,7,0.15556,14,0.31111,30,0.66667,0,0,1,0.02222,0,0,,,,,,,,,,,,,0,0,0,0,2,0.04444,2,0.04444,17,0.37778,10,0.22222,9,0.2,3,0.06667,2,0.04444,1,0.02222,4,0.08889,2,0.04444,9,0.2,2,0.04444,0,0,2,0.04444,0,0,20,0.44444,3,0.06667,0,0,2,0.04444,0,0,37,0.82222,7,0.15556,0,0,0,0,0,0,,,,,0,0,0,0,20,0.44444,25,0.55556,7,0.15556,38,0.84444,42.0202,95,62.45,95.65,1.54,42.18,0,0,1,0.4202,60.67653,68.70494,41.56425,21,0.82,l2aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,5,spain,,,,,,,,,,,,,0
11925,14,ar,sp,-0.299993899014367,Inverted,20.4444444444444,0.012450082217524,0.663885091606139,0.012450082217524,-0.2125550180951,0.855686029041746,1,1,2.8,20,2.12,25,2,39,2,2,2,2,4,1,3,3,4,1994,0,0,5,4,5,2,5,3,5,5,5,5,5,4,5,2,3,5,5,5,5,5,5,1,5,4,4,1,5,1,1,8,2,2,1,163,68,2005,2,1,1,1,2,1,1,0,1,-99,2,1,1,6,2,17,0.37778,28,0.62222,0,0,0,0,40,0.88889,0,0,5,0.11111,0,0,1,0.02222,5,0.11111,2,0.04444,7,0.15556,19,0.42222,6,0.13333,4,0.08889,1,0.02222,0,0,0,0,0,0,0,0,11.3778,14.1237,0,0,9,0.2,13,0.28889,12,0.26667,11,0.24444,20,0.44444,25,0.55556,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,14,0.31111,8,0.17778,7,0.15556,8,0.17778,4,0.08889,3,0.06667,1,0.02222,1,0.02222,14,0.31111,3,0.06667,0,0,0,0,0,0,0,0,0,0,7,0.15556,4,0.08889,14,0.31111,2,0.04444,0,0,28,0.62222,17,0.37778,0,0,0,0,0,0,,,,,0,0,0,0,11,0.24444,34,0.75556,14,0.31111,31,0.68889,46.56566,100,66.46,100,1.24,12.31,0,0,1,0.46566,55.91966,69.40613,11.31987,15,0.52,l2aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,5,spain,,,,,,,,,,,,,0
11970,15,ar,sp,0.325123213326046,Standard,8.44444444444444,0.015597838853653,0.412403473150738,0.015597838853653,-0.132265740271701,0.758487640075794,3,0.866666666666667,4.30769230769231,13,3.23076923076923,26,1,58,2,4,1,2,0,,3,3,7,2002,0,1,5,2,3,3,4,2,4,2,4,2,4,2,4,1,1,1,3,3,2,2,4,2,3,1,2,1,3,1,1,8,2,1,1,178,76,2005,1,2,2,2,2,1,2,0,1,-99,2,2,3,0,2,29,0.64444,16,0.35556,0,0,0,0,41,0.91111,2,0.04444,2,0.04444,0,0,0,0,0,0,5,0.11111,10,0.22222,12,0.26667,11,0.24444,5,0.11111,1,0.02222,1,0.02222,0,0,0,0,0,0,18.6222,16.4158,6,0.13333,28,0.62222,8,0.17778,1,0.02222,2,0.04444,13,0.28889,26,0.57778,1,0.02222,3,0.06667,2,0.04444,,,,,,,,,,,,,0,0,0,0,2,0.04444,0,0,5,0.11111,1,0.02222,18,0.4,9,0.2,10,0.22222,1,0.02222,11,0.24444,5,0.11111,8,0.17778,1,0.02222,0,0,2,0.04444,0,0,0,0,2,0.04444,0,0,1,0.02222,14,0.31111,23,0.51111,13,0.28889,1,0.02222,4,0.08889,4,0.08889,,,,,0,0,0,0,6,0.13333,39,0.86667,8,0.17778,37,0.82222,19.19192,68,380.27,4400,1.56,31.61,0,1,2,0.19192,84.5666,8317.78259,30.7328,10,0.86,l2aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,14,4,spain,,,,,,,,,,,,,0
12015,16,ar,sp,-0.100436407773656,Unclear,11.2272727272727,0.023431994362227,0.518639226047095,0.023431994362227,-0.020988529944569,0.748489064163162,1,1,2.94444444444444,18,2.44444444444444,18,2,42,2,2,2,2,2,0,2,5,4,2002,1,1,5,4,4,3,5,3,5,3,5,4,4,4,4,3,3,3,4,4,5,5,5,2,4,3,3,2,4,2,1,8,2,2,4,164,60,2005,1,1,1,1,2,1,1,1,1,1,2,5,2,0,5,8,0.17778,37,0.82222,0,0,0,0,42,0.93333,0,0,3,0.06667,0,0,0,0,0,0,2,0.04444,19,0.42222,18,0.4,3,0.06667,1,0.02222,1,0.02222,0,0,1,0.02222,0,0,0,0,14.1111,13.884,1,0.02222,16,0.35556,19,0.42222,5,0.11111,4,0.08889,18,0.4,18,0.4,1,0.02222,8,0.17778,0,0,,,,,,,,,,,,,0,0,0,0,4,0.08889,6,0.13333,12,0.26667,4,0.08889,6,0.13333,2,0.04444,11,0.24444,1,0.02222,6,0.13333,1,0.02222,6,0.13333,2,0.04444,0,0,1,0.02222,0,0,6,0.13333,9,0.2,3,0.06667,3,0.06667,7,0.15556,20,0.44444,11,0.24444,0,0,14,0.31111,0,0,,,,,0,0,0,0,19,0.42222,26,0.57778,12,0.26667,33,0.73333,23.63636,73,48.59,79.63,2.39,39.61,1,0,1,0.23636,78.84828,64.45024,38.19702,11,0.76,l2aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,5,spain,,,,,,,,,,,,,0
12060,17,ar,sp,0.134373530807206,Unclear,16.2666666666667,0.015597838853653,0.613497275385837,0.015597838853653,-0.208188344343084,0.755908036029315,1,1,4,15,2.85185185185185,27,1,52,2,4,2,2,3,0,5,1,3,1999,1,1,5,1,5,5,3,2,5,3,5,1,3,2,5,2,1,5,5,4,3,5,5,3,5,5,5,1,2,1,1,8,2,3,4,185,80,2005,1,1,2,1,1,1,1,0,1,1,2,2,1,4,2,35,0.77778,10,0.22222,0,0,0,0,45,1,0,0,0,0,0,0,0,0,2,0.04444,7,0.15556,4,0.08889,12,0.26667,18,0.4,2,0.04444,0,0,0,0,0,0,0,0,0,0,15.5778,14.6886,0,0,32,0.71111,2,0.04444,2,0.04444,9,0.2,15,0.33333,27,0.6,1,0.02222,2,0.04444,0,0,,,,,,,,,,,,,0,0,0,0,13,0.28889,2,0.04444,8,0.17778,1,0.02222,3,0.06667,10,0.22222,8,0.17778,1,0.02222,7,0.15556,1,0.02222,11,0.24444,0,0,0,0,6,0.13333,0,0,9,0.2,1,0.02222,0,0,0,0,9,0.2,31,0.68889,12,0.26667,1,0.02222,1,0.02222,0,0,,,,,0,0,0,0,12,0.26667,33,0.73333,9,0.2,36,0.8,33.63636,89,59.64,89.8,1.67,16.41,0,0,1,0.33636,69.45032,62.40102,15.07785,11,0.73,l2aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,14,5,spain,,,,,,,,,,,,,0
12105,18,ar,sp,-0.239058786050845,Inverted,9.86363636363636,0.019556025369979,0.560820525537343,0.019556025369979,-0.268209334114431,0.881980079545418,1,1,3.31818181818182,22,1.47058823529412,17,2,34,2,2,2,2,1,1,2,2,7,2001,2,0,5,3,5,5,5,5,5,5,5,1,5,5,5,5,3,5,5,5,5,5,5,1,5,5,4,2,5,2,2,2,2,2,2,153,87,2006,1,1,1,2,1,2,1,1,3,1,2,1,2,0,2,20,0.44444,25,0.55556,0,0,0,0,43,0.95556,0,0,2,0.04444,0,0,0,0,0,0,9,0.2,20,0.44444,7,0.15556,5,0.11111,2,0.04444,2,0.04444,0,0,0,0,0,0,0,0,10.8667,10.538,0,0,18,0.4,3,0.06667,6,0.13333,18,0.4,22,0.48889,17,0.37778,3,0.06667,1,0.02222,2,0.04444,,,,,,,,,,,,,0,0,0,0,10,0.22222,2,0.04444,13,0.28889,2,0.04444,9,0.2,4,0.08889,5,0.11111,1,0.02222,3,0.06667,2,0.04444,0,0,0,0,0,0,7,0.15556,0,0,5,0.11111,12,0.26667,0,0,4,0.08889,11,0.24444,29,0.64444,16,0.35556,0,0,0,0,0,0,,,,,0,0,0,0,19,0.42222,26,0.57778,10,0.22222,35,0.77778,21.81818,93,54.81,95.56,1.83,39.51,1,0,1,0.21818,80.84164,84.33303,38.51514,9,0.8,l2aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,5,spain,,,,,,,,,,,,,0
12150,19,ar,sp,-0.445362747096825,Inverted,20.1333333333333,0.01261451726568,0.668311874740837,0.01261451726568,-0.327173286336845,0.850249865370363,1,1,2.70833333333333,24,1.57142857142857,21,2,36,2,1,1,2,2,0,3,1,5,2003,0,0,5,4,5,5,5,4,5,4,5,2,5,1,5,3,1,5,5,5,3,2,5,4,5,5,5,4,5,4,3,5,2,2,2,174,80,2006,2,1,2,1,2,1,1,0,1,1,2,1,2,4,2,21,0.46667,24,0.53333,0,0,0,0,39,0.86667,0,0,6,0.13333,0,0,2,0.04444,6,0.13333,9,0.2,8,0.17778,9,0.2,5,0.11111,3,0.06667,2,0.04444,1,0.02222,0,0,0,0,0,0,11.1556,10.8893,0,0,9,0.2,18,0.4,4,0.08889,14,0.31111,24,0.53333,21,0.46667,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,12,0.26667,13,0.28889,7,0.15556,3,0.06667,7,0.15556,0,0,3,0.06667,1,0.02222,14,0.31111,5,0.11111,6,0.13333,0,0,0,0,3,0.06667,0,0,6,0.13333,2,0.04444,0,0,1,0.02222,7,0.15556,33,0.73333,12,0.26667,0,0,0,0,0,0,,,,,0,0,0,0,20,0.44444,25,0.55556,14,0.31111,31,0.68889,44.64646,100,66.29,100,1.29,9.78,0,0,1,0.44646,57.92812,69.76022,8.68598,11,0.64,l2aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,1,5,spain,,,,,,,,,,,,,0
